Target_index,Ping_index,Ping_date,Ping_time,Ping_milliseconds,Range,Depth
860,1137,3/5/2019,10:16:23,232,4.198470694,4.392849559
861,1138,3/5/2019,10:16:23,632,3.686501935,3.88188733
862,1138,3/5/2019,10:16:23,632,3.942548798,4.123540322
863,1140,3/5/2019,10:16:24,432,4.235094304,4.42759377
864,1144,3/5/2019,10:16:26,31,3.710924111,3.903337227
865,1144,3/5/2019,10:16:26,31,4.101027031,4.293725803
866,1145,3/5/2019,10:16:26,432,3.637855691,3.82815087
867,1147,3/5/2019,10:16:27,231,3.942475309,4.123926499
868,1147,3/5/2019,10:16:27,231,4.015864253,4.210673147
869,1148,3/5/2019,10:16:27,632,3.979010791,4.170786997
870,1150,3/5/2019,10:16:28,433,3.869245385,4.062972419
871,1151,3/5/2019,10:16:28,833,3.833104324,4.029870031
872,1151,3/5/2019,10:16:28,833,3.942618368,4.1234353
873,1152,3/5/2019,10:16:29,232,3.747564875,3.942951511
874,1152,3/5/2019,10:16:29,232,3.784122763,3.980891512
875,1152,3/5/2019,10:16:29,232,3.942543612,4.122115316
876,1152,3/5/2019,10:16:29,232,4.07659239,4.266129337
877,1153,3/5/2019,10:16:29,632,3.698599424,3.895072022
878,1154,3/5/2019,10:16:30,32,3.662027355,3.852255995
879,1155,3/5/2019,10:16:30,432,3.625452875,3.815803479
880,1155,3/5/2019,10:16:30,432,3.662310704,3.856250477
881,1155,3/5/2019,10:16:30,432,4.296034235,4.486954509
882,1156,3/5/2019,10:16:30,831,4.271723896,4.455042022
883,1158,3/5/2019,10:16:31,633,3.930244173,4.112933424
884,1160,3/5/2019,10:16:32,443,3.199122108,3.383384646
885,1160,3/5/2019,10:16:32,443,3.820716958,4.009361751
886,1160,3/5/2019,10:16:32,443,3.942629858,4.124475019
887,1163,3/5/2019,10:16:33,633,3.564758792,3.753578947
888,1164,3/5/2019,10:16:34,32,4.051981013,4.234552547
889,1164,3/5/2019,10:16:34,32,4.149724298,4.345407538
890,1166,3/5/2019,10:16:34,832,3.942573801,4.123843865
891,1167,3/5/2019,10:16:35,232,3.942579218,4.122082534
892,1169,3/5/2019,10:16:36,32,4.210685546,4.40129015
893,1170,3/5/2019,10:16:36,431,3.942636089,4.124531464
894,1171,3/5/2019,10:16:36,832,4.100959232,4.285944591
895,1172,3/5/2019,10:16:37,233,3.930218819,4.114447846
896,1173,3/5/2019,10:16:37,632,4.259517013,4.437944429
897,1178,3/5/2019,10:16:39,632,3.942619069,4.123559691
898,1179,3/5/2019,10:16:40,33,3.942618305,4.124200203
899,1180,3/5/2019,10:16:40,432,4.210636674,4.399997993
900,1181,3/5/2019,10:16:40,833,3.942568215,4.1246292
901,1182,3/5/2019,10:16:41,232,3.942616743,4.12429616
902,1182,3/5/2019,10:16:41,232,4.027771816,4.217736483
903,1183,3/5/2019,10:16:41,632,3.94257204,4.123942931
904,1186,3/5/2019,10:16:42,832,3.942608022,4.124204255
905,1187,3/5/2019,10:16:43,232,4.137374334,4.317857791
906,1188,3/5/2019,10:16:43,632,3.564758094,3.752476848
907,1188,3/5/2019,10:16:43,632,3.942637506,4.12471717
908,1189,3/5/2019,10:16:44,32,3.455268476,3.64647756
909,1189,3/5/2019,10:16:44,32,3.503876973,3.69331492
910,1189,3/5/2019,10:16:44,32,3.942621295,4.123807421
911,1190,3/5/2019,10:16:44,431,3.394377684,3.58997422
912,1190,3/5/2019,10:16:44,431,4.13744215,4.330298739
913,1191,3/5/2019,10:16:44,832,3.150201407,3.332053129
914,1191,3/5/2019,10:16:44,832,3.333469284,3.532886301
915,1191,3/5/2019,10:16:44,832,3.589123958,3.774473012
916,1191,3/5/2019,10:16:44,832,3.625821795,3.81327591
917,1192,3/5/2019,10:16:45,232,3.284313993,3.483792497
918,1192,3/5/2019,10:16:45,232,3.321085024,3.520518643
919,1193,3/5/2019,10:16:45,633,3.174714996,3.364978522
920,1193,3/5/2019,10:16:45,633,3.259853563,3.458908601
921,1194,3/5/2019,10:16:46,32,3.211441194,3.408187899
922,1194,3/5/2019,10:16:46,32,3.601149112,3.784441685
923,1195,3/5/2019,10:16:46,433,3.942596976,4.122862618
924,1196,3/5/2019,10:16:46,831,3.150509127,3.341876225
925,1197,3/5/2019,10:16:47,233,3.126094362,3.31888291
926,1200,3/5/2019,10:16:48,433,3.942603415,4.123155966
927,1202,3/5/2019,10:16:49,233,3.942498231,4.124340603
928,1206,3/5/2019,10:16:50,832,4.247253698,4.447075817
929,1209,3/5/2019,10:16:52,32,3.942658876,4.124919003
930,1210,3/5/2019,10:16:52,432,4.162075116,4.346744729
931,1215,3/5/2019,10:16:54,432,3.540249193,3.729484692
932,1215,3/5/2019,10:16:54,432,3.57674884,3.768085947
933,1216,3/5/2019,10:16:54,832,4.295855193,4.491925085
934,1217,3/5/2019,10:16:55,232,3.540506815,3.738159304
935,1217,3/5/2019,10:16:55,232,3.577010828,3.775256679
936,1217,3/5/2019,10:16:55,232,4.283603237,4.477163036
937,1218,3/5/2019,10:16:55,632,3.577050799,3.776289479
938,1218,3/5/2019,10:16:55,632,4.284047459,4.480185921
939,1219,3/5/2019,10:16:56,32,3.454987617,3.636647347
940,1219,3/5/2019,10:16:56,32,4.234884466,4.428877847
941,1219,3/5/2019,10:16:56,32,4.283718635,4.478137685
942,1220,3/5/2019,10:16:56,432,2.809297652,3.000827733
943,1220,3/5/2019,10:16:56,432,3.162548078,3.347295802
944,1220,3/5/2019,10:16:56,432,4.283739445,4.478114884
945,1221,3/5/2019,10:16:56,831,2.748438901,2.945130007
946,1221,3/5/2019,10:16:56,831,4.234973158,4.429489068
947,1221,3/5/2019,10:16:56,831,4.271374693,4.467835511
948,1222,3/5/2019,10:16:57,233,2.650802991,2.850073996
949,1222,3/5/2019,10:16:57,233,2.68724621,2.885877827
950,1222,3/5/2019,10:16:57,233,3.93027643,4.108566022
951,1222,3/5/2019,10:16:57,233,4.271709706,4.467181468
952,1223,3/5/2019,10:16:57,632,2.589917283,2.787303384
953,1223,3/5/2019,10:16:57,632,2.626283985,2.82425422
954,1223,3/5/2019,10:16:57,632,3.942550418,4.122418496
955,1224,3/5/2019,10:16:58,32,2.565422337,2.76254254
956,1224,3/5/2019,10:16:58,32,3.942528387,4.126274417
957,1225,3/5/2019,10:16:58,431,2.467857102,2.661883025
958,1226,3/5/2019,10:16:58,832,3.942632852,4.124980553
959,1226,3/5/2019,10:16:58,832,4.259608173,4.456472187
960,1228,3/5/2019,10:16:59,632,4.210385532,4.403027771
961,1229,3/5/2019,10:17:00,32,4.210508457,4.397518108
962,1230,3/5/2019,10:17:00,433,4.174258543,4.357919368
963,1232,3/5/2019,10:17:01,232,3.772083633,3.966831659
964,1234,3/5/2019,10:17:02,32,3.747598112,3.942712613
965,1235,3/5/2019,10:17:02,433,3.820709479,4.011133096
966,1235,3/5/2019,10:17:02,433,3.942597118,4.125042405
967,1237,3/5/2019,10:17:03,242,3.942579934,4.123492978
968,1242,3/5/2019,10:17:05,233,3.942610178,4.124784499
969,1247,3/5/2019,10:17:07,232,3.771945302,3.952501615
970,1247,3/5/2019,10:17:07,232,3.942567516,4.124356333
971,1248,3/5/2019,10:17:07,631,3.942624413,4.124290519
972,1249,3/5/2019,10:17:08,33,4.027786442,4.211962444
973,1249,3/5/2019,10:17:08,33,4.259498599,4.455887582
974,1250,3/5/2019,10:17:08,432,3.942574109,4.123716706
975,1254,3/5/2019,10:17:10,32,4.235008225,4.421425762
976,1255,3/5/2019,10:17:10,432,3.942627873,4.124051121
977,1256,3/5/2019,10:17:10,832,1.443981819,1.634870968
978,1256,3/5/2019,10:17:10,832,3.94260063,4.123380143
979,1257,3/5/2019,10:17:11,231,1.431737958,1.625330459
980,1257,3/5/2019,10:17:11,231,1.492958411,1.689339932
981,1257,3/5/2019,10:17:11,231,1.578148771,1.773272304
982,1258,3/5/2019,10:17:11,632,1.493124299,1.691882739
983,1258,3/5/2019,10:17:11,632,1.57835538,1.777138032
984,1258,3/5/2019,10:17:11,632,3.930127098,4.113622146
985,1259,3/5/2019,10:17:12,32,1.578410035,1.777651615
986,1259,3/5/2019,10:17:12,32,3.857114413,4.043349733
987,1259,3/5/2019,10:17:12,32,3.94247593,4.122403473
988,1260,3/5/2019,10:17:12,432,1.43168238,1.63132133
989,1260,3/5/2019,10:17:12,432,1.590441149,1.790440611
990,1260,3/5/2019,10:17:12,432,3.698836466,3.888353529
991,1260,3/5/2019,10:17:12,432,3.942641009,4.127109934
992,1261,3/5/2019,10:17:12,833,1.468452064,1.66761251
993,1261,3/5/2019,10:17:12,833,3.808200629,3.997681501
994,1261,3/5/2019,10:17:12,833,3.942578765,4.126355782
995,1262,3/5/2019,10:17:13,232,3.844981281,4.039651228
996,1263,3/5/2019,10:17:13,643,1.432190584,1.625020702
997,1263,3/5/2019,10:17:13,643,1.54180411,1.741287809
998,1263,3/5/2019,10:17:13,643,3.942692995,4.124011952
999,1263,3/5/2019,10:17:13,643,4.027661828,4.225404345
1000,1263,3/5/2019,10:17:13,643,4.247260846,4.430764566
1001,1264,3/5/2019,10:17:14,32,3.942544283,4.122683666
1002,1264,3/5/2019,10:17:14,32,4.174017015,4.369975122
1003,1265,3/5/2019,10:17:14,432,1.505343953,1.699719993
1004,1267,3/5/2019,10:17:15,232,2.614051201,2.804022444
1005,1267,3/5/2019,10:17:15,232,3.528023409,3.714188821
1006,1268,3/5/2019,10:17:15,632,3.540114812,3.734286751
1007,1268,3/5/2019,10:17:15,632,3.674381617,3.862899109
1008,1270,3/5/2019,10:17:16,433,3.576805694,3.776396271
1009,1270,3/5/2019,10:17:16,433,3.723361363,3.921859291
1010,1271,3/5/2019,10:17:16,832,3.613471365,3.813008632
1011,1271,3/5/2019,10:17:16,832,3.735346017,3.93209704
1012,1272,3/5/2019,10:17:17,232,3.650220195,3.847588969
1013,1272,3/5/2019,10:17:17,232,3.78397396,3.981094327
1014,1272,3/5/2019,10:17:17,232,3.942597315,4.125008229
1015,1273,3/5/2019,10:17:17,632,3.686761401,3.882532582
1016,1273,3/5/2019,10:17:17,632,3.845184193,4.041192372
1017,1274,3/5/2019,10:17:18,32,3.73547359,3.922945627
1018,1275,3/5/2019,10:17:18,431,3.942610902,4.127308539
1019,1277,3/5/2019,10:17:19,232,3.942578175,4.123726324
1020,1278,3/5/2019,10:17:19,633,3.942587494,4.122851044
1021,1279,3/5/2019,10:17:20,33,3.942584884,4.124043612
1022,1280,3/5/2019,10:17:20,433,3.576990378,3.770444043
1023,1281,3/5/2019,10:17:20,832,3.942593545,4.122735301
1024,1281,3/5/2019,10:17:20,832,4.174134911,4.358599717
1025,1284,3/5/2019,10:17:22,32,3.942649889,4.125619646
1026,1285,3/5/2019,10:17:22,431,3.942515977,4.128842303
1027,1285,3/5/2019,10:17:22,431,4.161971793,4.358832032
1028,1286,3/5/2019,10:17:22,832,0.761795485,0.960828599
1029,1294,3/5/2019,10:17:26,33,3.68661221,3.878051483
1030,1295,3/5/2019,10:17:26,433,4.247231793,4.441320758
1031,1296,3/5/2019,10:17:26,833,3.942545807,4.125927397
1032,1296,3/5/2019,10:17:26,833,4.149720149,4.33218421
1033,1299,3/5/2019,10:17:28,31,0.859174843,1.058978999
1034,1301,3/5/2019,10:17:28,831,3.747364628,3.941664178
1035,1303,3/5/2019,10:17:29,632,3.601292388,3.797743913
1036,1303,3/5/2019,10:17:29,632,3.942608236,4.127016499
1037,1303,3/5/2019,10:17:29,632,4.027787707,4.222277529
1038,1306,3/5/2019,10:17:30,832,3.942646048,4.125666969
1039,1310,3/5/2019,10:17:32,432,3.942481257,4.125072545
1040,1310,3/5/2019,10:17:32,432,4.161924286,4.349558448
1041,1311,3/5/2019,10:17:32,832,3.942587092,4.123688199
1042,1312,3/5/2019,10:17:33,233,3.467291308,3.651559281
1043,1312,3/5/2019,10:17:33,233,3.942608518,4.125580887
1044,1313,3/5/2019,10:17:33,632,3.857259715,4.052332165
1045,1314,3/5/2019,10:17:34,43,3.381949963,3.569090375
1046,1314,3/5/2019,10:17:34,43,3.808356551,3.992744961
1047,1314,3/5/2019,10:17:34,43,3.844874267,4.031903884
1048,1315,3/5/2019,10:17:34,431,3.942680997,4.12574263
1049,1315,3/5/2019,10:17:34,431,4.259247461,4.455939283
1050,1316,3/5/2019,10:17:34,832,3.723215044,3.921457935
1051,1316,3/5/2019,10:17:34,832,3.942449797,4.123740023
1052,1316,3/5/2019,10:17:34,832,4.040192503,4.230374056
1053,1317,3/5/2019,10:17:35,232,4.271681368,4.465950256
1054,1318,3/5/2019,10:17:35,632,3.942608526,4.124397607
1055,1318,3/5/2019,10:17:35,632,4.113346965,4.298740859
1056,1319,3/5/2019,10:17:36,31,3.820829059,4.007786708
1057,1319,3/5/2019,10:17:36,31,3.942647606,4.124973371
1058,1319,3/5/2019,10:17:36,31,4.088882288,4.277086267
1059,1320,3/5/2019,10:17:36,433,4.088811373,4.276931831
1060,1321,3/5/2019,10:17:36,832,3.162697415,3.349121673
1061,1321,3/5/2019,10:17:36,832,3.637666734,3.828995699
1062,1321,3/5/2019,10:17:36,832,3.832757394,4.027566702
1063,1323,3/5/2019,10:17:37,632,3.942525656,4.125754696
1064,1323,3/5/2019,10:17:37,632,4.23502,4.414234881
1065,1323,3/5/2019,10:17:37,632,4.271435873,4.44962173
1066,1324,3/5/2019,10:17:38,33,4.222643426,4.412219631
1067,1325,3/5/2019,10:17:38,432,3.735294051,3.920076401
1068,1326,3/5/2019,10:17:38,833,3.942543452,4.123997012
1069,1327,3/5/2019,10:17:39,232,3.808294312,3.986814857
1070,1327,3/5/2019,10:17:39,232,4.235006837,4.413057213
1071,1328,3/5/2019,10:17:39,632,3.186954463,3.375671126
1072,1328,3/5/2019,10:17:39,632,3.942649032,4.123678229
1073,1329,3/5/2019,10:17:40,32,3.174759043,3.362984771
1074,1331,3/5/2019,10:17:40,832,3.942596817,4.123933279
1075,1332,3/5/2019,10:17:41,233,3.942520906,4.125631617
1076,1334,3/5/2019,10:17:42,32,3.942608807,4.124041081
1077,1336,3/5/2019,10:17:42,831,4.271554365,4.463767682
1078,1338,3/5/2019,10:17:43,633,4.283801761,4.466132432
1079,1340,3/5/2019,10:17:44,442,4.015853743,4.206603929
1080,1341,3/5/2019,10:17:44,832,4.039925417,4.23094807
1081,1342,3/5/2019,10:17:45,232,3.942695939,4.126181939
1082,1343,3/5/2019,10:17:45,632,4.027765485,4.219337397
1083,1344,3/5/2019,10:17:46,31,4.039964372,4.229977834
1084,1344,3/5/2019,10:17:46,31,4.11287438,4.307188544
1085,1345,3/5/2019,10:17:46,432,3.942611673,4.124522572
1086,1345,3/5/2019,10:17:46,432,4.161869918,4.357963259
1087,1346,3/5/2019,10:17:46,833,4.113025527,4.30617298
1088,1346,3/5/2019,10:17:46,833,4.198316613,4.395087615
1089,1346,3/5/2019,10:17:46,833,4.271415295,4.455621294
1090,1347,3/5/2019,10:17:47,232,4.222818663,4.418061904
1091,1348,3/5/2019,10:17:47,632,4.247084885,4.443636156
1092,1349,3/5/2019,10:17:48,32,4.27148394,4.467393961
1093,1350,3/5/2019,10:17:48,432,3.942579556,4.125985851
1094,1350,3/5/2019,10:17:48,432,4.186333072,4.372823123
1095,1350,3/5/2019,10:17:48,432,4.295770116,4.492623769
1096,1351,3/5/2019,10:17:48,832,3.942663903,4.125497865
1097,1352,3/5/2019,10:17:49,233,3.844961789,4.028653398
1098,1352,3/5/2019,10:17:49,233,4.259351912,4.445063751
1099,1355,3/5/2019,10:17:50,432,2.906630767,3.09317161
1100,1358,3/5/2019,10:17:51,632,4.222869819,4.402891995
1101,1359,3/5/2019,10:17:52,33,3.942608876,4.124658286
1102,1361,3/5/2019,10:17:52,832,3.942658585,4.124988829
1103,1362,3/5/2019,10:17:53,232,3.942566274,4.124050298
1104,1366,3/5/2019,10:17:54,832,2.882392793,3.074316912
1105,1366,3/5/2019,10:17:54,832,3.028582306,3.215250785
1106,1367,3/5/2019,10:17:55,232,2.869979492,3.064497682
1107,1368,3/5/2019,10:17:55,631,2.7724003,2.970903166
1108,1368,3/5/2019,10:17:55,631,2.857513533,3.055455458
1109,1369,3/5/2019,10:17:56,32,2.870382446,3.068860768
1110,1370,3/5/2019,10:17:56,432,2.784634775,2.983451417
1111,1370,3/5/2019,10:17:56,432,2.869928743,3.068520446
1112,1370,3/5/2019,10:17:56,432,2.931279444,3.126337737
1113,1371,3/5/2019,10:17:56,832,2.882185241,3.079096
1114,1373,3/5/2019,10:17:57,632,2.845492091,3.036738879
1115,1373,3/5/2019,10:17:57,632,3.552639131,3.734444651
1116,1377,3/5/2019,10:17:59,232,3.942581126,4.12381159
1117,1378,3/5/2019,10:17:59,632,3.94262186,4.124371382
1118,1380,3/5/2019,10:18:00,433,3.942616198,4.124345976
1119,1383,3/5/2019,10:18:01,632,3.857149126,4.037461153
1120,1384,3/5/2019,10:18:02,32,3.991467332,4.176063759
1121,1385,3/5/2019,10:18:02,432,3.930151796,4.118355522
1122,1387,3/5/2019,10:18:03,232,4.076703101,4.276386173
1123,1388,3/5/2019,10:18:03,632,4.040102528,4.239386136
1124,1389,3/5/2019,10:18:04,31,4.052442809,4.252350698
1125,1390,3/5/2019,10:18:04,432,4.015519466,4.214478405
1126,1390,3/5/2019,10:18:04,432,4.149911444,4.34928195
1127,1406,3/5/2019,10:18:10,832,3.101683886,3.285017081
1128,1406,3/5/2019,10:18:10,832,4.283971893,4.473831908
1129,1407,3/5/2019,10:18:11,232,4.271327908,4.465209987
1130,1408,3/5/2019,10:18:11,632,4.210817394,4.38448114
1131,1409,3/5/2019,10:18:12,32,4.283719733,4.475008794
1132,1410,3/5/2019,10:18:12,432,4.076527657,4.264681613
1133,1410,3/5/2019,10:18:12,432,4.125419112,4.303929346
1134,1410,3/5/2019,10:18:12,432,4.295855761,4.486498674
1135,1411,3/5/2019,10:18:12,832,4.100879433,4.296551706
1136,1411,3/5/2019,10:18:12,832,4.27146616,4.458410366
1137,1412,3/5/2019,10:18:13,232,3.942584745,4.124203716
1138,1413,3/5/2019,10:18:13,631,3.844895565,4.032283059
1139,1413,3/5/2019,10:18:13,631,3.93033311,4.116632733
1140,1414,3/5/2019,10:18:14,32,3.930511773,4.116895075
1141,1415,3/5/2019,10:18:14,432,3.918053667,4.107512015
1142,1416,3/5/2019,10:18:14,843,3.905621198,4.097791359
1143,1417,3/5/2019,10:18:15,232,3.430788192,3.618215771
1144,1417,3/5/2019,10:18:15,232,3.796230315,3.98689845
1145,1417,3/5/2019,10:18:15,232,3.918400061,4.109610073
1146,1418,3/5/2019,10:18:15,632,3.430704286,3.617457774
1147,1418,3/5/2019,10:18:15,632,3.759869215,3.951767114
1148,1418,3/5/2019,10:18:15,632,3.796163136,3.987413344
1149,1418,3/5/2019,10:18:15,632,3.918325384,4.108934597
1150,1419,3/5/2019,10:18:16,32,3.430741268,3.617526722
1151,1419,3/5/2019,10:18:16,32,3.796175108,3.987194612
1152,1419,3/5/2019,10:18:16,32,3.918301202,4.108914943
1153,1420,3/5/2019,10:18:16,433,3.80847943,3.997490606
1154,1420,3/5/2019,10:18:16,433,3.930461964,4.11689588
1155,1428,3/5/2019,10:18:19,630,3.808397054,3.993880144
1156,1430,3/5/2019,10:18:20,431,3.930184318,4.114480084
1157,1431,3/5/2019,10:18:20,832,3.930485543,4.116904563
1158,1433,3/5/2019,10:18:21,632,3.808500234,3.995247847
1159,1433,3/5/2019,10:18:21,632,3.930510831,4.117384038
1160,1434,3/5/2019,10:18:22,32,3.844909193,4.029872356
1161,1434,3/5/2019,10:18:22,32,3.930216271,4.115011515
1162,1436,3/5/2019,10:18:22,832,3.942617052,4.124794623
1163,1437,3/5/2019,10:18:23,233,3.771844523,3.953178793
1164,1437,3/5/2019,10:18:23,233,3.942614295,4.124706614
1165,1440,3/5/2019,10:18:24,431,3.771844796,3.954399062
1166,1441,3/5/2019,10:18:24,832,3.686691865,3.870892497
1167,1441,3/5/2019,10:18:24,832,3.942602044,4.124471882
1168,1442,3/5/2019,10:18:25,243,3.296624593,3.478129018
1169,1442,3/5/2019,10:18:25,243,3.942627697,4.124974672
1170,1444,3/5/2019,10:18:26,33,4.271450708,4.458734215
1171,1445,3/5/2019,10:18:26,432,3.686687655,3.873942091
1172,1445,3/5/2019,10:18:26,432,3.942559108,4.124474455
1173,1446,3/5/2019,10:18:26,833,3.686578108,3.874715407
1174,1446,3/5/2019,10:18:26,833,3.771906132,3.953081223
1175,1447,3/5/2019,10:18:27,232,3.674417931,3.862317238
1176,1447,3/5/2019,10:18:27,232,3.942656147,4.125244224
1177,1449,3/5/2019,10:18:28,32,3.247953932,3.436732534
1178,1450,3/5/2019,10:18:28,431,3.650140756,3.835773891
1179,1450,3/5/2019,10:18:28,431,3.942633247,4.125227476
1180,1451,3/5/2019,10:18:28,832,3.662265082,3.846265514
1181,1451,3/5/2019,10:18:28,832,3.771857143,3.955344974
1182,1451,3/5/2019,10:18:28,832,3.942676655,4.125337102
1183,1452,3/5/2019,10:18:29,233,3.771958023,3.956285228
1184,1455,3/5/2019,10:18:30,432,3.942657098,4.125193401
1185,1456,3/5/2019,10:18:30,832,3.820653879,4.003792466
1186,1456,3/5/2019,10:18:30,832,3.942591436,4.124523548
1187,1457,3/5/2019,10:18:31,232,3.942657908,4.125325346
1188,1458,3/5/2019,10:18:31,633,3.820610099,4.006479111
1189,1459,3/5/2019,10:18:32,32,3.394131942,3.581716602
1190,1461,3/5/2019,10:18:32,832,3.771817051,3.960803867
1191,1461,3/5/2019,10:18:32,832,3.942550819,4.124249829
1192,1462,3/5/2019,10:18:33,231,3.7596798,3.948435517
1193,1462,3/5/2019,10:18:33,231,3.942595136,4.124761056
1194,1463,3/5/2019,10:18:33,633,3.94257749,4.124468124
1195,1466,3/5/2019,10:18:34,832,3.942599087,4.124487068
1196,1469,3/5/2019,10:18:36,32,3.771843307,3.952645503
1197,1469,3/5/2019,10:18:36,32,4.295843788,4.47846947
1198,1471,3/5/2019,10:18:36,832,4.295779767,4.488066617
1199,1472,3/5/2019,10:18:37,232,3.68676563,3.86894614
1200,1472,3/5/2019,10:18:37,232,4.259284014,4.452156726
1201,1473,3/5/2019,10:18:37,632,3.16240979,3.35352275
1202,1473,3/5/2019,10:18:37,632,3.942696824,4.125697295
1203,1473,3/5/2019,10:18:37,632,4.235133008,4.428492595
1204,1474,3/5/2019,10:18:38,33,3.125998645,3.319408658
1205,1474,3/5/2019,10:18:38,33,4.210934122,4.403431827
1206,1474,3/5/2019,10:18:38,33,4.283756038,4.478084757
1207,1475,3/5/2019,10:18:38,432,3.942670669,4.125443465
1208,1476,3/5/2019,10:18:38,832,3.053123495,3.250187364
1209,1476,3/5/2019,10:18:38,832,3.930119885,4.11418671
1210,1477,3/5/2019,10:18:39,232,3.930165081,4.11434192
1211,1478,3/5/2019,10:18:39,632,2.869958936,3.052800949
1212,1478,3/5/2019,10:18:39,632,3.942650891,4.124994854
1213,1481,3/5/2019,10:18:40,832,3.333335908,3.518502649
1214,1482,3/5/2019,10:18:41,232,2.979657659,3.178763185
1215,1483,3/5/2019,10:18:41,632,2.991897037,3.185988167
1216,1485,3/5/2019,10:18:42,431,3.576973622,3.77023577
1217,1486,3/5/2019,10:18:42,832,4.088714946,4.278771193
1218,1486,3/5/2019,10:18:42,832,4.271472705,4.466706676
1219,1487,3/5/2019,10:18:43,231,3.711252092,3.907616738
1220,1488,3/5/2019,10:18:43,633,3.75957348,3.953947493
1221,1489,3/5/2019,10:18:44,33,3.930215824,4.113607496
1222,1490,3/5/2019,10:18:44,432,3.844814714,4.030949189
1223,1491,3/5/2019,10:18:44,832,3.064994458,3.251065293
1224,1493,3/5/2019,10:18:45,643,3.942635103,4.126268031
1225,1494,3/5/2019,10:18:46,32,3.94264608,4.125248162
1226,1495,3/5/2019,10:18:46,432,3.296611003,3.477405218
1227,1495,3/5/2019,10:18:46,432,3.942670093,4.125411086
1228,1496,3/5/2019,10:18:46,832,3.333165742,3.516148022
1229,1497,3/5/2019,10:18:47,231,4.295905568,4.487086599
1230,1499,3/5/2019,10:18:48,32,3.601252444,3.782416247
1231,1499,3/5/2019,10:18:48,32,3.942603144,4.124696036
1232,1499,3/5/2019,10:18:48,32,4.234846859,4.422024932
1233,1500,3/5/2019,10:18:48,432,3.94261754,4.124909326
1234,1501,3/5/2019,10:18:48,833,4.174241776,4.361807903
1235,1502,3/5/2019,10:18:49,232,3.942593836,4.125090133
1236,1503,3/5/2019,10:18:49,631,3.942612697,4.124937466
1237,1505,3/5/2019,10:18:50,432,3.942697777,4.125907189
1238,1506,3/5/2019,10:18:50,832,3.942602032,4.125077304
1239,1508,3/5/2019,10:18:51,631,3.942601131,4.124679082
1240,1510,3/5/2019,10:18:52,433,3.942687668,4.125578542
1241,1512,3/5/2019,10:18:53,232,3.942632299,4.124958771
1242,1513,3/5/2019,10:18:53,633,4.283917815,4.473877872
1243,1514,3/5/2019,10:18:54,32,3.942556033,4.124163947
1244,1518,3/5/2019,10:18:55,632,3.942682262,4.125693497
1245,1520,3/5/2019,10:18:56,432,3.942665033,4.125487105
1246,1521,3/5/2019,10:18:56,831,3.942622031,4.124719517
1247,1523,3/5/2019,10:18:57,631,3.942628071,4.124640736
1248,1524,3/5/2019,10:18:58,31,3.942655168,4.12536505
1249,1526,3/5/2019,10:18:58,832,3.942683396,4.125480204
1250,1527,3/5/2019,10:18:59,232,3.942674141,4.125520476
1251,1528,3/5/2019,10:18:59,632,3.771960179,3.952504071
1252,1529,3/5/2019,10:19:00,32,3.942610588,4.124819031
1253,1530,3/5/2019,10:19:00,432,3.942640118,4.125115662
1254,1532,3/5/2019,10:19:01,233,3.94263217,4.125281679
1255,1533,3/5/2019,10:19:01,633,3.942599113,4.124670493
1256,1536,3/5/2019,10:19:02,832,3.942589229,4.124650011
1257,1539,3/5/2019,10:19:04,32,3.942641852,4.125250337
1258,1540,3/5/2019,10:19:04,433,3.942667754,4.125485637
1259,1542,3/5/2019,10:19:05,232,3.942639821,4.12521748
1260,1544,3/5/2019,10:19:06,43,3.942645065,4.125218575
1261,1544,3/5/2019,10:19:06,43,4.295875774,4.486156266
1262,1545,3/5/2019,10:19:06,431,3.94266354,4.1253921
1263,1546,3/5/2019,10:19:06,832,4.271668786,4.464642254
1264,1547,3/5/2019,10:19:07,231,3.942675378,4.125446613
1265,1547,3/5/2019,10:19:07,231,4.210473873,4.404669553
1266,1548,3/5/2019,10:19:07,632,4.125323313,4.319968127
1267,1548,3/5/2019,10:19:07,632,4.161903797,4.355821192
1268,1549,3/5/2019,10:19:08,32,3.942678117,4.125252254
1269,1549,3/5/2019,10:19:08,32,3.991377485,4.174519644
1270,1549,3/5/2019,10:19:08,32,4.161903439,4.351650157
1271,1549,3/5/2019,10:19:08,32,4.198657829,4.391188245
1272,1550,3/5/2019,10:19:08,432,3.942603277,4.124677106
1273,1550,3/5/2019,10:19:08,432,4.064336891,4.258947443
1274,1551,3/5/2019,10:19:08,832,4.027778884,4.223499191
1275,1552,3/5/2019,10:19:09,231,3.991523767,4.185564053
1276,1552,3/5/2019,10:19:09,231,4.08873588,4.274248845
1277,1555,3/5/2019,10:19:10,432,3.94272679,4.126475583
1278,1556,3/5/2019,10:19:10,833,3.857188731,4.055924601
1279,1556,3/5/2019,10:19:10,833,3.930092941,4.115960819
1280,1557,3/5/2019,10:19:11,232,3.662325979,3.853477145
1281,1557,3/5/2019,10:19:11,232,3.820757946,4.018627973
1282,1558,3/5/2019,10:19:11,631,3.784433925,3.98340305
1283,1558,3/5/2019,10:19:11,631,3.881510256,4.068545664
1284,1559,3/5/2019,10:19:12,32,3.601294393,3.783239635
1285,1559,3/5/2019,10:19:12,32,3.747387111,3.946134533
1286,1560,3/5/2019,10:19:12,431,3.698702997,3.895061347
